Social Support,Happiness Score,Happiness Rank,Year,Country,Life Expectancy,Generosity,Economy GPD,Government Corruption,Freedom,Region
1.08983,4.907,101,2016,Mongolia,0.55469,0.34539,0.98853,0.03285,0.35972,East Asia
0.5497,4.876,102,2016,Laos,0.38291,0.43079,0.68042,0.22423,0.52168,Southeast Asia
0.64498,4.875,103,2016,Nigeria,0.05108,0.23219,0.75216,0.0305,0.27854,Sub-Saharan Africa
0.75596,4.871,104,2016,Honduras,0.58383,0.2044,0.69429,0.06906,0.26755,Latin America and the Caribbean
0.38857,4.813,105,2016,Iran,0.64232,0.38538,1.11758,0.0557,0.22544,Middle East and North Africa
0.6376,4.795,106,2016,Zambia,0.23573,0.17866,0.61202,0.11479,0.42662,Sub-Saharan Africa
0.69699,4.793,107,2016,Nepal,0.50073,0.3816,0.44626,0.07008,0.37012,South Asia
0.71629,4.754,108,2016,Palestinian Territories,0.56844,0.11154,0.67024,0.10613,0.17744,Middle East and North Africa
0.50163,4.655,109,2016,Albania,0.73007,0.1684,0.9553,0.05301,0.31866,Central and Eastern Europe
0.24749,4.643,110,2016,Bangladesh,0.52989,0.19132,0.54177,0.12583,0.39778,South Asia
0.628,4.635,111,2016,Sierra Leone,0.0,0.23897,0.36485,0.08196,0.30685,Sub-Saharan Africa
0.59205,4.575,112,2016,Iraq,0.51076,0.19589,1.07474,0.13636,0.24856,Middle East and North Africa
0.70362,4.574,113,2016,Namibia,0.34745,0.07795,0.93287,0.10398,0.48614,Sub-Saharan Africa
0.62542,4.513,114,2016,Cameroon,0.12698,0.2268,0.52497,0.06126,0.42736,Sub-Saharan Africa
0.37932,4.508,115,2016,Ethiopia,0.34578,0.29522,0.29283,0.1717,0.36703,Sub-Saharan Africa
0.96053,4.459,116,2016,South Africa,0.18611,0.13656,1.02416,0.08415,0.42483,Sub-Saharan Africa
0.84783,4.415,117,2016,Sri Lanka,0.62007,0.46978,0.97318,0.07964,0.50817,South Asia
0.29247,4.404,118,2016,India,0.45091,0.25028,0.74036,0.08722,0.40285,South Asia
0.69981,4.395,119,2016,Myanmar,0.3988,0.81971,0.34112,0.20243,0.42692,Southeast Asia
0.49813,4.362,120,2016,Egypt,0.52116,0.12706,0.95395,0.10393,0.18847,Middle East and North Africa
0.62477,4.36,121,2016,Armenia,0.64083,0.07793,0.86086,0.03616,0.14037,CIS
0.7624,4.356,122,2016,Kenya,0.30147,0.41328,0.52267,0.06686,0.40576,Sub-Saharan Africa
1.01413,4.324,123,2016,Ukraine,0.58628,0.20363,0.87287,0.01829,0.12859,CIS
0.49353,4.276,124,2016,Ghana,0.29681,0.21203,0.63107,0.0326,0.40973,Sub-Saharan Africa
0.80676,4.272,125,2016,Congo (Kinshasa),0.188,0.25458,0.05661,0.06075,0.15602,Sub-Saharan Africa
0.19249,4.252,126,2016,Georgia,0.64035,0.06786,0.83792,0.3188,0.32461,CIS
0.47799,4.236,127,2016,Congo (Brazzaville),0.28212,0.12077,0.77109,0.09753,0.37938,Sub-Saharan Africa
0.77416,4.219,128,2016,Senegal,0.40457,0.19103,0.44314,0.11681,0.31056,Sub-Saharan Africa
0.92542,4.217,129,2016,Bulgaria,0.67806,0.12793,1.11306,0.00615,0.21219,Central and Eastern Europe
0.84142,4.201,130,2016,Mauritania,0.28639,0.22686,0.61391,0.17955,0.1268,Sub-Saharan Africa
0.71478,4.193,131,2016,Zimbabwe,0.1595,0.18503,0.35041,0.08582,0.25429,Sub-Saharan Africa
0.147,4.156,132,2016,Malawi,0.29364,0.30968,0.08709,0.07564,0.4143,Sub-Saharan Africa
0.81928,4.139,133,2016,Sudan,0.29759,0.18077,0.63069,0.10039,0.0,Sub-Saharan Africa
0.72368,4.121,134,2016,Gabon,0.3494,0.06244,1.15851,0.09314,0.28098,Sub-Saharan Africa
0.86333,4.073,135,2016,Mali,0.16347,0.21064,0.31292,0.13647,0.27544,Sub-Saharan Africa
0.29561,4.028,136,2016,Haiti,0.27494,0.47958,0.34097,0.14476,0.12072,Latin America and the Caribbean
0.89186,3.974,137,2016,Botswana,0.34752,0.12425,1.09426,0.10769,0.44089,Sub-Saharan Africa
0.60323,3.956,138,2016,Comoros,0.29981,0.1827,0.27509,0.18437,0.15412,Sub-Saharan Africa
0.57576,3.916,139,2016,Ivory Coast,0.04476,0.20338,0.55507,0.1553,0.40663,Sub-Saharan Africa
0.5375,3.907,140,2016,Cambodia,0.42494,0.40339,0.55604,0.08092,0.58852,Southeast Asia
0.66366,3.866,141,2016,Angola,0.04991,0.12071,0.84731,0.08434,0.00589,Sub-Saharan Africa
0.6053,3.856,142,2016,Niger,0.26162,0.2097,0.1327,0.17176,0.38041,Sub-Saharan Africa
0.18519,3.832,143,2016,South Sudan,0.15781,0.25899,0.39394,0.13015,0.19662,Sub-Saharan Africa
0.63178,3.763,144,2016,Chad,0.03824,0.18667,0.42214,0.04952,0.12807,Sub-Saharan Africa
0.63054,3.739,145,2016,Burkina Faso,0.21297,0.24353,0.31995,0.12533,0.3337,Sub-Saharan Africa
0.90981,3.739,145,2016,Uganda,0.19625,0.27102,0.34719,0.06442,0.43653,Sub-Saharan Africa
0.47493,3.724,147,2016,Yemen,0.31048,0.09821,0.57939,0.05892,0.2287,Middle East and North Africa
0.46115,3.695,148,2016,Madagascar,0.37109,0.2204,0.27954,0.07506,0.13684,Sub-Saharan Africa
0.77623,3.666,149,2016,Tanzania,0.357,0.31472,0.47155,0.05099,0.3176,Sub-Saharan Africa
0.50353,3.622,150,2016,Liberia,0.23165,0.24063,0.10706,0.04852,0.25748,Sub-Saharan Africa
0.3109,3.607,151,2016,Guinea,0.18829,0.29914,0.22415,0.1192,0.30953,Sub-Saharan Africa
0.61586,3.515,152,2016,Rwanda,0.31865,0.23552,0.32846,0.50521,0.5432,Sub-Saharan Africa
0.10419,3.484,153,2016,Benin,0.21028,0.2018,0.39499,0.06681,0.39747,Sub-Saharan Africa
0.11037,3.36,154,2016,Afghanistan,0.17344,0.31268,0.38227,0.07112,0.1643,South Asia
0.0,3.303,155,2016,Togo,0.24811,0.17517,0.28123,0.11587,0.34678,Sub-Saharan Africa
0.14866,3.069,156,2016,Syria,0.62994,0.48397,0.74719,0.17233,0.06912,Middle East and North Africa
0.23442,2.905,157,2016,Burundi,0.15747,0.2029,0.06831,0.09419,0.0432,Sub-Saharan Africa
1.53352355957031,7.53700017929077,1,2017,Norway,0.796666502952576,0.36201223731041,1.61646318435669,0.315963834524155,0.635422587394714,Western Europe
1.55112159252167,7.52199983596802,2,2017,Denmark,0.792565524578094,0.355280488729477,1.48238301277161,0.40077006816864,0.626006722450256,Western Europe
1.6105740070343,7.50400018692017,3,2017,Iceland,0.833552122116089,0.475540220737457,1.480633020401,0.153526559472084,0.627162635326385,Western Europe
1.51691174507141,7.49399995803833,4,2017,Switzerland,0.858131289482117,0.290549278259277,1.56497955322266,0.367007285356522,0.620070576667786,Western Europe
1.5402467250824,7.4689998626709,5,2017,Finland,0.80915766954422,0.24548277258873,1.44357192516327,0.38261154294014,0.617950856685638,Western Europe
1.42893922328949,7.3769998550415,6,2017,Netherlands,0.810696125030518,0.470489829778671,1.50394463539124,0.282661825418472,0.585384488105774,Western Europe
1.48134899139404,7.31599998474121,7,2017,Canada,0.83455765247345,0.435539722442627,1.47920441627502,0.287371516227722,0.611100912094116,North America and ANZ
1.54819512367249,7.31400012969971,8,2017,New Zealand,0.816759705543518,0.500005125999451,1.40570604801178,0.382816702127457,0.614062130451202,North America and ANZ
1.47816216945648,7.28399991989136,9,2017,Sweden,0.830875158309937,0.385399252176285,1.49438726902008,0.384398728609085,0.612924098968506,Western Europe
1.51004195213318,7.28399991989136,10,2017,Australia,0.84388679265976,0.477699249982834,1.484414935112,0.301183730363846,0.601607382297516,North America and ANZ
1.37628996372223,7.21299982070923,11,2017,Israel,0.83840399980545,0.330082654953003,1.37538242340088,0.0852421000599861,0.405988603830338,Middle East and North Africa
1.41640365123749,7.0789999961853,12,2017,Costa Rica,0.759509265422821,0.214613229036331,1.10970628261566,0.100106589496136,0.580131649971008,Latin America and the Caribbean
1.4599449634552,7.00600004196167,13,2017,Austria,0.815328419208527,0.316472321748734,1.48709726333618,0.221060365438461,0.567766189575195,Western Europe
1.41992056369781,6.99300003051758,14,2017,United States,0.77428662776947,0.392578780651093,1.54625928401947,0.135638788342476,0.505740523338318,North America and ANZ
1.55823111534119,6.97700023651123,15,2017,Ireland,0.80978262424469,0.42785832285881,1.53570663928986,0.29838815331459,0.573110342025757,Western Europe
1.47252035140991,6.95100021362305,16,2017,Germany,0.798950731754303,0.336269170045853,1.48792338371277,0.276731938123703,0.562511384487152,Western Europe
1.46231269836426,6.89099979400635,17,2017,Belgium,0.818091869354248,0.231503337621689,1.46378076076508,0.251343131065369,0.539770722389221,Western Europe
1.45758366584778,6.86299991607666,18,2017,Luxembourg,0.845089495182037,0.283180981874466,1.74194359779358,0.31883442401886,0.59662789106369,Western Europe
1.49646008014679,6.71400022506714,19,2017,United Kingdom,0.805335938930511,0.492774158716202,1.44163393974304,0.265428066253662,0.508190035820007,Western Europe
1.28402495384216,6.65199995040894,20,2017,Chile,0.819479703903198,0.326662421226501,1.25278460979462,0.0822879821062088,0.376895278692245,Latin America and the Caribbean
1.26641023159027,6.64799976348877,21,2017,United Arab Emirates,0.726798236370087,0.3609419465065,1.62634336948395,0.324489563703537,0.60834527015686,Middle East and North Africa
1.43130600452423,6.63500022888184,22,2017,Brazil,0.616552352905273,0.16234989464283,1.10735321044922,0.111092761158943,0.437453746795654,Latin America and the Caribbean
1.43388521671295,6.60900020599365,23,2017,Czech Republic,0.754444003105164,0.0881067588925362,1.35268235206604,0.0368729270994663,0.490946173667908,Central and Eastern Europe
1.44045114517212,6.59899997711182,24,2017,Argentina,0.695137083530426,0.109457060694695,1.18529546260834,0.059739887714386,0.494519203901291,Latin America and the Caribbean
1.210862159729,6.57800006866455,25,2017,Mexico,0.709978997707367,0.120990432798862,1.15318381786346,0.132774114608765,0.412730008363724,Latin America and the Caribbean
1.35381436347961,6.57200002670288,26,2017,Singapore,0.949492394924164,0.345965981483459,1.69227766990662,0.46430778503418,0.549840569496155,Southeast Asia
1.48841166496277,6.52699995040894,27,2017,Malta,0.821944236755371,0.574730575084686,1.34327983856201,0.153066068887711,0.588767051696777,Western Europe
1.41222786903381,6.4539999961853,28,2017,Uruguay,0.719216823577881,0.175096929073334,1.21755969524384,0.178061872720718,0.57939225435257,Latin America and the Caribbean
1.25558519363403,6.4539999961853,29,2017,Guatemala,0.540239989757538,0.283488392829895,0.872001945972443,0.0772232785820961,0.531310617923737,Latin America and the Caribbean
1.37319254875183,6.4520001411438,30,2017,Panama,0.706156134605408,0.21055693924427,1.23374843597412,0.070983923971653,0.550026834011078,Latin America and the Caribbean
1.38777685165405,6.44199991226196,31,2017,France,0.844465851783752,0.129762306809425,1.43092346191406,0.172502428293228,0.470222115516663,Western Europe
1.42579245567322,6.42399978637695,32,2017,Thailand,0.647239029407501,0.572123110294342,1.12786877155304,0.0316127352416515,0.580200731754303,Southeast Asia
1.38456535339355,6.42199993133545,33,2017,Taiwan Province of China,0.793984234333038,0.258360475301743,1.43362653255463,0.0638292357325554,0.361466586589813,East Asia
1.53209090232849,6.40299987792969,34,2017,Spain,0.888960599899292,0.190133571624756,1.38439786434174,0.0709140971302986,0.408781230449677,Western Europe
1.27429687976837,6.375,35,2017,Qatar,0.710098087787628,0.330473870038986,1.87076568603516,0.439299255609512,0.604130983352661,Middle East and North Africa
1.4021829366684,6.35699987411499,36,2017,Colombia,0.595027923583984,0.149014472961426,1.07062232494354,0.0466687418520451,0.477487415075302,Latin America and the Caribbean
1.28667759895325,6.3439998626709,37,2017,Saudi Arabia,0.590148329734802,0.147616013884544,1.53062355518341,0.27343225479126,0.449750572443008,Middle East and North Africa
1.3802285194397,6.16800022125244,38,2017,Trinidad and Tobago,0.519983291625977,0.325296461582184,1.36135590076447,0.0089648161083459,0.518630743026733,Latin America and the Caribbean
1.25969874858856,6.10500001907349,39,2017,Kuwait,0.632105708122253,0.228289797902107,1.63295245170593,0.215159550309181,0.496337592601776,Middle East and North Africa
1.50505924224854,6.09800004959106,40,2017,Slovakia,0.712732911109924,0.136544480919838,1.32539355754852,0.0242108516395092,0.295817464590073,Central and Eastern Europe
1.32311046123505,6.08699989318848,41,2017,Bahrain,0.653133034706116,0.172668486833572,1.48841226100922,0.257042169570923,0.536746919155121,Middle East and North Africa
1.28464603424072,6.08400011062622,42,2017,Malaysia,0.618784427642822,0.416608929634094,1.29121541976929,0.0656007081270218,0.402264982461929,Southeast Asia
1.28721570968628,6.07100009918213,43,2017,Nicaragua,0.653095960617065,0.301674216985703,0.737299203872681,0.130687981843948,0.447551846504211,Latin America and the Caribbean
1.28616881370544,6.00799989700317,44,2017,Ecuador,0.685636222362518,0.150112465023994,1.00082039833069,0.140134647488594,0.4551981985569,Latin America and the Caribbean
1.18212509155273,6.00299978256226,45,2017,El Salvador,0.596018552780151,0.0782579854130745,0.909784495830536,0.0899809598922729,0.432452529668808,Latin America and the Caribbean
1.44571197032928,5.97300004959106,46,2017,Poland,0.699475347995758,0.158465966582298,1.29178786277771,0.0593078061938286,0.520342111587524,Central and Eastern Europe
1.54896914958954,5.97100019454956,47,2017,Uzbekistan,0.498272627592087,0.415983647108078,0.786441087722778,0.246528223156929,0.658248662948608,CIS
1.44492328166962,5.96400022506714,48,2017,Italy,0.853144347667694,0.17278964817524,1.39506661891937,0.0280280914157629,0.256450712680817,Western Europe
1.46928238868713,5.96299982070923,49,2017,Russia,0.547349333763123,0.0522638224065304,1.28177809715271,0.0329628810286522,0.373783111572266,CIS
1.08141779899597,5.95599985122681,50,2017,Belize,0.450191766023636,0.240015640854836,0.907975316047668,0.0965810716152191,0.547509372234344,Latin America and the Caribbean
1.43633782863617,5.92000007629395,51,2017,Japan,0.913475871086121,0.12057276815176,1.41691517829895,0.163760736584663,0.505625545978546,East Asia
1.47351610660553,5.90199995040894,52,2017,Lithuania,0.62894994020462,0.010164656676352,1.31458234786987,0.0118656428530812,0.234231784939766,Central and Eastern Europe
1.1462174654007,5.87200021743774,53,2017,Algeria,0.617584645748138,0.0694366469979286,1.09186446666718,0.146096110343933,0.233335807919502,Middle East and North Africa
1.40471494197845,5.84999990463257,54,2017,Latvia,0.638566970825195,0.153074786067009,1.26074862480164,0.0738427266478539,0.325707912445068,Central and Eastern Europe
1.12827444076538,5.83799982070923,55,2017,South Korea,0.900214076042175,0.206674367189407,1.40167844295502,0.0632826685905457,0.257921665906906,East Asia
1.25182557106018,5.83799982070923,56,2017,Moldova,0.589465200901031,0.208779126405716,0.728870630264282,0.0100912861526012,0.240729048848152,CIS
1.15009129047394,5.82499980926514,57,2017,Romania,0.685158312320709,0.133519917726517,1.21768391132355,0.00438790069893,0.457003742456436,Central and Eastern Europe
1.22761905193329,5.82299995422363,58,2017,Bolivia,0.473630249500275,0.22556072473526,0.833756566047668,0.0604777261614799,0.558732926845551,Latin America and the Caribbean
1.49314916133881,5.82200002670288,59,2017,Turkmenistan,0.437726080417633,0.24992498755455,1.13077676296234,0.259270340204239,0.41827192902565,CIS
1.38436901569366,5.81899976730347,60,2017,Kazakhstan,0.606041550636292,0.201964423060417,1.28455626964569,0.119282886385918,0.437454283237457,CIS
1.18630337715149,5.80999994277954,61,2017,North Cyprus,0.834647238254547,0.266845703125,1.3469113111496,0.155353352427483,0.471203625202179,Central and Eastern Europe
1.45251882076263,5.75799989700317,62,2017,Slovenia,0.790828227996826,0.242649093270302,1.3412059545517,0.0451289787888527,0.572575807571411,Central and Eastern Europe
1.21877038478851,5.71500015258789,63,2017,Peru,0.630166113376617,0.126819714903831,1.03522527217865,0.0470490865409374,0.450002878904343,Latin America and the Caribbean
1.20956099033356,5.62900018692017,64,2017,Mauritius,0.638007462024689,0.360933750867844,1.18939554691315,0.0421815551817417,0.491247326135635,Sub-Saharan Africa
1.13136327266693,5.62099981307983,65,2017,Cyprus,0.84471470117569,0.271254301071167,1.35593807697296,0.0412379764020443,0.355111539363861,Middle East and North Africa
1.47667109966278,5.61100006103516,66,2017,Estonia,0.695168316364288,0.0988908112049103,1.32087934017181,0.183248922228813,0.479131430387497,Central and Eastern Europe
1.44494521617889,5.56899976730347,67,2017,Belarus,0.637714266777039,0.15513750910759,1.15655755996704,0.156313821673393,0.295400261878967,CIS
1.35756433010101,5.52500009536743,68,2017,Libya,0.520169019699097,0.152073666453362,1.10180306434631,0.0926102101802826,0.465733230113983,Middle East and North Africa
1.33775317668915,5.5,69,2017,Turkey,0.637605607509613,0.0466930419206619,1.19827437400818,0.0996715798974037,0.300740599632263,Middle East and North Africa
1.50728487968445,5.49300003051758,70,2017,Paraguay,0.579250693321228,0.224150657653809,0.932537317276001,0.091065913438797,0.473507791757584,Latin America and the Caribbean
1.26279091835022,5.47200012207031,71,2017,"Hong Kong S.A.R., China",0.943062424659729,0.374465793371201,1.55167484283447,0.293933749198914,0.490968644618988,East Asia
1.25391757488251,5.42999982833862,72,2017,Philippines,0.468009054660797,0.193513423204422,0.85769921541214,0.0993318930268288,0.585214674472809,Southeast Asia
1.25818979740143,5.39499998092651,73,2017,Serbia,0.65078467130661,0.220125883817673,1.06931757926941,0.0409037806093693,0.208715528249741,Central and Eastern Europe
1.23908889293671,5.33599996566772,74,2017,Jordan,0.604590058326721,0.172170460224152,0.991012394428253,0.11980327218771,0.418421149253845,Middle East and North Africa
1.34313309192657,5.32399988174438,75,2017,Hungary,0.687763452529907,0.0784016624093056,1.2860119342804,0.0366369374096394,0.175863519310951,Central and Eastern Europe
1.36821806430817,5.31099987030029,76,2017,Jamaica,0.641022384166718,0.233818337321281,0.925579309463501,0.0552677810192108,0.474307239055634,Latin America and the Caribbean
0.96798300743103,5.29300022125244,77,2017,Croatia,0.701288521289825,0.248002976179123,1.22255623340607,0.0431031100451946,0.255772292613983,Central and Eastern Europe
1.13785350322723,5.27899980545044,78,2017,Kosovo,0.541452050209045,0.319931447505951,0.951484382152557,0.0574716180562973,0.260287940502167,Central and Eastern Europe
1.16083741188049,5.27299976348877,79,2017,China,0.741415500640869,0.0288068410009146,1.08116579055786,0.0227942746132612,0.472787708044052,East Asia
0.672690689563751,5.26900005340576,80,2017,Pakistan,0.402047783136368,0.315446019172668,0.72688353061676,0.124348066747189,0.23521526157856,South Asia
1.27444469928741,5.26200008392334,81,2017,Indonesia,0.492345720529556,0.611704587936401,0.995538592338562,0.0153171354904771,0.443323463201523,Southeast Asia
1.43133759498596,5.25,82,2017,Venezuela,0.617144227027893,0.0650196298956871,1.12843120098114,0.0644911229610443,0.153997123241425,Latin America and the Caribbean
1.23837649822235,5.23699998855591,83,2017,Montenegro,0.667464673519135,0.197911024093628,1.12112903594971,0.0881741940975189,0.194989055395126,Central and Eastern Europe
0.774864435195923,5.2350001335144,84,2017,Morocco,0.59771066904068,0.0322099551558495,0.878114581108093,0.0877631828188896,0.408158332109451,Middle East and North Africa
1.15240025520325,5.23400020599365,85,2017,Azerbaijan,0.540775775909424,0.0452693402767181,1.15360176563263,0.180987507104874,0.398155838251114,CIS
1.40241670608521,5.23000001907349,86,2017,Dominican Republic,0.574873745441437,0.186967849731445,1.07937383651733,0.113945253193378,0.55258983373642,Latin America and the Caribbean
1.23941457271576,5.22700023651123,87,2017,Greece,0.810198903083801,0.0,1.28948748111725,0.04328977689147,0.0957312509417534,Western Europe
1.12962424755096,5.22499990463257,88,2017,Lebanon,0.735081076622009,0.264450758695602,1.07498753070831,0.037513829767704,0.288515985012054,Middle East and North Africa
1.36704301834106,5.19500017166138,89,2017,Portugal,0.795843541622162,0.0951027125120163,1.3151752948761,0.0158694516867399,0.498465299606323,Western Europe
1.0693359375,5.18200016021729,90,2017,Bosnia and Herzegovina,0.705186307430267,0.328867495059967,0.982409417629242,0.0,0.204403176903725,Central and Eastern Europe
1.14394497871399,5.18100023269653,91,2017,Honduras,0.582569479942322,0.236188873648643,0.730573117733002,0.0733454525470734,0.348079860210419,Latin America and the Caribbean
1.20789301395416,5.17500019073486,92,2017,Macedonia,0.644948184490204,0.25376096367836,1.06457793712616,0.0602777935564518,0.325905978679657,Central and Eastern Europe
0.721151351928711,5.15100002288818,93,2017,Somalia,0.113989137113094,0.291631311178207,0.0226431842893362,0.282410323619843,0.602126955986023,Sub-Saharan Africa
1.27749133110046,5.07399988174438,94,2017,Vietnam,0.652168989181519,0.234968051314354,0.788547575473785,0.0876332372426987,0.571055591106415,Southeast Asia
1.21577048301697,5.07399988174438,95,2017,Nigeria,0.0569157302379608,0.230947196483612,0.783756256103516,0.0261215660721064,0.394952565431595,Sub-Saharan Africa
1.27146327495575,5.04099988937378,96,2017,Tajikistan,0.529235124588013,0.248997643589973,0.524713635444641,0.146377146244049,0.471566706895828,CIS
1.34012651443481,5.01100015640259,97,2017,Bhutan,0.495879292488098,0.474054545164108,0.885416388511658,0.173380389809608,0.501537680625916,South Asia
1.39423859119415,5.00400018692017,98,2017,Kyrgyzstan,0.553457796573639,0.42858037352562,0.596220076084137,0.0394391790032387,0.454943388700485,CIS
1.17928326129913,4.96199989318848,99,2017,Nepal,0.504130780696869,0.394096165895462,0.479820191860199,0.0729755461215973,0.440305948257446,South Asia
1.4930112361908,4.95499992370605,100,2017,Mongolia,0.557783484458923,0.338464230298996,1.02723586559296,0.0329022891819477,0.394143968820572,East Asia
1.38478863239288,4.8289999961853,101,2017,South Africa,0.187080070376396,0.139362379908562,1.05469870567322,0.0725094974040985,0.479246735572815,Sub-Saharan Africa
0.868351459503174,4.80499982833862,102,2017,Tunisia,0.613212049007416,0.0496933571994305,1.00726580619812,0.0867231488227844,0.289680689573288,Middle East and North Africa
1.15564715862274,4.77500009536743,103,2017,Palestinian Territories,0.565666973590851,0.114173173904419,0.716249227523804,0.0892826020717621,0.25471106171608,Middle East and North Africa
0.997471392154694,4.7350001335144,104,2017,Egypt,0.520187258720398,0.128631442785263,0.989701807498932,0.114381365478039,0.282110154628754,Middle East and North Africa
1.43437945842743,4.71400022506714,105,2017,Bulgaria,0.708217680454254,0.113177694380283,1.1614590883255,0.0110515309497714,0.289231717586517,Central and Eastern Europe
0.984136044979095,4.70900011062622,106,2017,Sierra Leone,0.0055647538974881,0.293040901422501,0.36842092871666,0.0710951760411263,0.318697690963745,Sub-Saharan Africa
0.946018218994141,4.69500017166138,107,2017,Cameroon,0.132892116904259,0.236298456788063,0.564305365085602,0.0513066314160824,0.430388748645782,Sub-Saharan Africa
0.711551249027252,4.69199991226196,108,2017,Iran,0.639333188533783,0.387242913246155,1.15687310695648,0.048761073499918,0.249322608113289,Middle East and North Africa
0.803685247898102,4.64400005340576,109,2017,Albania,0.731159746646881,0.201312944293022,0.996192753314972,0.0398642159998417,0.381498634815216,Central and Eastern Europe
0.735131740570068,4.60799980163574,110,2017,Bangladesh,0.533241033554077,0.172255352139473,0.586682975292206,0.123717859387398,0.478356659412384,South Asia
1.0984708070755,4.57399988174438,111,2017,Namibia,0.33861181139946,0.0771337449550629,0.964434325695038,0.0931469723582268,0.520303547382355,Sub-Saharan Africa
1.06795072555542,4.55299997329712,112,2017,Kenya,0.309988349676132,0.444860309362411,0.560479462146759,0.0646413192152977,0.452763766050339,Sub-Saharan Africa
0.870701014995575,4.55000019073486,113,2017,Mozambique,0.106654435396194,0.322228103876114,0.234305649995804,0.179436385631561,0.480791091918945,Sub-Saharan Africa
1.12323594093323,4.54500007629395,114,2017,Myanmar,0.397522568702698,0.838075160980225,0.367110550403595,0.188816204667091,0.514492034912109,Southeast Asia
1.17969191074371,4.53499984741211,115,2017,Senegal,0.409362852573395,0.183468893170357,0.479309022426605,0.115460447967052,0.377922266721725,Sub-Saharan Africa
1.00318729877472,4.51399993896484,116,2017,Zambia,0.257835894823074,0.249580144882202,0.636406779289246,0.0782135501503944,0.461603492498398,Sub-Saharan Africa
0.978613197803497,4.49700021743774,117,2017,Iraq,0.501180469989777,0.19963726401329,1.10271048545837,0.107215754687786,0.288555532693863,Middle East and North Africa
1.1556202173233,4.46500015258789,118,2017,Gabon,0.356578588485718,0.0437853783369064,1.1982102394104,0.0760467872023582,0.312328577041626,Sub-Saharan Africa
0.86466920375824,4.46000003814697,119,2017,Ethiopia,0.353409707546234,0.312650740146637,0.339233845472336,0.165455713868141,0.408842742443085,Sub-Saharan Africa
1.25997638702393,4.44000005722046,120,2017,Sri Lanka,0.625130832195282,0.490863561630249,1.00985014438629,0.0736539661884308,0.561213254928589,South Asia
1.00748372077942,4.37599992752075,121,2017,Armenia,0.637524425983429,0.0834880918264389,0.900596737861633,0.0266744215041399,0.198303267359734,CIS
0.754372596740723,4.31500005722046,122,2017,India,0.455427616834641,0.231538489460945,0.792221248149872,0.0922268852591515,0.469987004995346,South Asia
1.2720308303833,4.29199981689453,123,2017,Mauritania,0.285349279642105,0.201870024204254,0.648457288742065,0.136957004666328,0.0960980430245399,Sub-Saharan Africa
0.832044363021851,4.29099988937378,124,2017,Congo (Brazzaville),0.28995743393898,0.120852127671242,0.808964252471924,0.0796181336045265,0.435025870800018,Sub-Saharan Africa
0.57061493396759,4.28599977493286,125,2017,Georgia,0.649546980857849,0.0540088154375553,0.950612664222717,0.251666635274887,0.309410035610199,CIS
1.22902345657349,4.28000020980835,126,2017,Congo (Kinshasa),0.191407024860382,0.246455833315849,0.0921023488044739,0.0602413564920425,0.235961347818375,Sub-Saharan Africa
1.28147339820862,4.19000005722046,127,2017,Mali,0.169365674257278,0.183354198932648,0.476180493831635,0.104970246553421,0.306613743305206,Sub-Saharan Africa
0.904780030250549,4.17999982833862,128,2017,Ivory Coast,0.0486421696841717,0.201237469911575,0.603048920631409,0.130061775445938,0.447706192731857,Sub-Saharan Africa
1.00623834133148,4.16800022125244,129,2017,Cambodia,0.429783403873444,0.385922968387604,0.601765096187592,0.0681059509515762,0.633375823497772,Southeast Asia
1.21400856971741,4.13899993896484,130,2017,Sudan,0.290920823812485,0.182317450642586,0.65951669216156,0.089847519993782,0.0149958552792668,Sub-Saharan Africa
0.873664736747742,4.11999988555908,131,2017,Ghana,0.295637726783752,0.256923943758011,0.667224824428558,0.0253363698720932,0.423026293516159,Sub-Saharan Africa
1.39453756809235,4.09600019454956,132,2017,Ukraine,0.575903952121735,0.270061463117599,0.89465194940567,0.0230294708162546,0.122974775731564,CIS
1.12982773780823,4.08099985122681,133,2017,Uganda,0.217632606625557,0.325766056776047,0.381430715322495,0.057069718837738,0.443185955286026,Sub-Saharan Africa
1.04328000545502,4.03200006484985,134,2017,Burkina Faso,0.215844258666039,0.250864684581757,0.3502277135849,0.120328105986118,0.324367851018906,Sub-Saharan Africa
0.993025004863739,4.02799987792969,135,2017,Niger,0.26850500702858,0.228673845529556,0.161925330758095,0.138572946190834,0.36365869641304,Sub-Saharan Africa
0.512568831443787,3.97000002861023,136,2017,Malawi,0.315089583396912,0.287170469760895,0.233442038297653,0.0727116540074348,0.466914653778076,Sub-Saharan Africa
0.953855872154236,3.93600010871887,137,2017,Chad,0.0411347150802612,0.216113850474358,0.438012987375259,0.0535818822681904,0.16234202682972,Sub-Saharan Africa
1.08309590816498,3.875,138,2017,Zimbabwe,0.196763753890991,0.189143493771553,0.375846534967422,0.0953753814101219,0.336384207010269,Sub-Saharan Africa
1.19009518623352,3.80800008773804,139,2017,Lesotho,0.0,0.157497271895409,0.521021246910095,0.119094640016556,0.390661299228668,Sub-Saharan Africa
1.10441195964813,3.79500007629395,140,2017,Angola,0.0498686656355858,0.097926490008831,0.858428180217743,0.0697203353047371,0.0,Sub-Saharan Africa
0.581543326377869,3.79399991035461,141,2017,Afghanistan,0.180746778845787,0.311870932579041,0.401477217674255,0.0611578300595284,0.106179520487785,South Asia
